phase,track,red,green,blue,rgb,neo_word,neo_rgb
84,2,0,0,186,#0000ba,0x100b,#0000bd
84,3,0,0,169,#0000a9,0x100a,#0000ad
84,4,0,0,152,#000098,0x0009,#000094
84,5,0,0,135,#000087,0x0008,#000084
84,6,0,0,118,#000076,0x0007,#000073
84,7,0,0,101,#000065,0x0006,#000063
84,8,0,0,84,#000054,0x0005,#000052
84,9,0,0,67,#000043,0x0004,#000042
84,10,0,0,50,#000032,0x0003,#000031
84,11,0,0,33,#000021,0x0002,#000021
84,12,0,23,23,#001717,0x3011,#001919
84,13,0,31,31,#001f1f,0x0022,#002121
84,14,0,39,39,#002727,0x3022,#002929
84,15,0,47,47,#002f2f,0x0033,#003131
84,16,0,55,55,#003737,0x3033,#003a3a
84,17,0,63,63,#003f3f,0x0044,#004242
84,18,0,71,71,#004747,0x3044,#004a4a
84,19,0,79,79,#004f4f,0x0055,#005252
85,0,0,0,203,#0000cb,0x100c,#0000ce
85,1,0,0,186,#0000ba,0x100b,#0000bd
85,2,0,0,169,#0000a9,0x100a,#0000ad
85,3,0,0,152,#000098,0x0009,#000094
85,4,0,0,135,#000087,0x0008,#000084
85,5,0,0,118,#000076,0x0007,#000073
85,6,0,0,101,#000065,0x0006,#000063
85,7,0,0,84,#000054,0x0005,#000052
85,8,0,0,67,#000043,0x0004,#000042
85,9,0,0,50,#000032,0x0003,#000031
85,10,0,0,33,#000021,0x0002,#000021
85,11,0,23,23,#001717,0x3011,#001919
85,12,0,31,31,#001f1f,0x0022,#002121
85,13,0,39,39,#002727,0x3022,#002929
85,14,0,47,47,#002f2f,0x0033,#003131
85,15,0,55,55,#003737,0x3033,#003a3a
85,16,0,63,63,#003f3f,0x0044,#004242
85,17,0,71,71,#004747,0x3044,#004a4a
85,18,0,79,79,#004f4f,0x0055,#005252
85,19,0,86,86,#005656,0x0055,#005252
86,0,0,0,186,#0000ba,0x100b,#0000bd
86,1,0,0,169,#0000a9,0x100a,#0000ad
86,2,0,0,152,#000098,0x0009,#000094
86,3,0,0,135,#000087,0x0008,#000084
86,4,0,0,118,#000076,0x0007,#000073
86,5,0,0,101,#000065,0x0006,#000063
86,6,0,0,84,#000054,0x0005,#000052
86,7,0,0,67,#000043,0x0004,#000042
86,8,0,0,50,#000032,0x0003,#000031
86,9,0,0,33,#000021,0x0002,#000021
86,10,0,23,23,#001717,0x3011,#001919
86,11,0,31,31,#001f1f,0x0022,#002121
86,12,0,39,39,#002727,0x3022,#002929
86,13,0,47,47,#002f2f,0x0033,#003131
86,14,0,55,55,#003737,0x3033,#003a3a
86,15,0,63,63,#003f3f,0x0044,#004242
86,16,0,71,71,#004747,0x3044,#004a4a
86,17,0,79,79,#004f4f,0x0055,#005252
86,18,0,86,86,#005656,0x0055,#005252
86,19,0,94,94,#005e5e,0x3055,#005a5a
87,0,0,0,169,#0000a9,0x100a,#0000ad
87,1,0,0,152,#000098,0x0009,#000094
87,2,0,0,135,#000087,0x0008,#000084
87,3,0,0,118,#000076,0x0007,#000073
87,4,0,0,101,#000065,0x0006,#000063
87,5,0,0,84,#000054,0x0005,#000052
87,6,0,0,67,#000043,0x0004,#000042
87,7,0,0,50,#000032,0x0003,#000031
87,8,0,0,33,#000021,0x0002,#000021
87,9,0,23,23,#001717,0x3011,#001919
87,10,0,31,31,#001f1f,0x0022,#002121
87,11,0,39,39,#002727,0x3022,#002929
87,12,0,47,47,#002f2f,0x0033,#003131
87,13,0,55,55,#003737,0x3033,#003a3a
87,14,0,63,63,#003f3f,0x0044,#004242
87,15,0,71,71,#004747,0x3044,#004a4a
87,16,0,79,79,#004f4f,0x0055,#005252
87,17,0,86,86,#005656,0x0055,#005252
87,18,0,94,94,#005e5e,0x3055,#005a5a
87,19,0,102,102,#006666,0x0066,#006363
88,0,0,0,152,#000098,0x0009,#000094
88,1,0,0,135,#000087,0x0008,#000084
88,2,0,0,118,#000076,0x0007,#000073
88,3,0,0,101,#000065,0x0006,#000063
88,4,0,0,84,#000054,0x0005,#000052
88,5,0,0,67,#000043,0x0004,#000042
88,6,0,0,50,#000032,0x0003,#000031
88,7,0,0,33,#000021,0x0002,#000021
88,8,0,23,23,#001717,0x3011,#001919
88,9,0,31,31,#001f1f,0x0022,#002121
88,10,0,39,39,#002727,0x3022,#002929
88,11,0,47,47,#002f2f,0x0033,#003131
88,12,0,55,55,#003737,0x3033,#003a3a
88,13,0,63,63,#003f3f,0x0044,#004242
88,14,0,71,71,#004747,0x3044,#004a4a
88,15,0,79,79,#004f4f,0x0055,#005252
88,16,0,86,86,#005656,0x0055,#005252
88,17,0,94,94,#005e5e,0x3055,#005a5a
88,18,0,102,102,#006666,0x0066,#006363
88,19,0,110,110,#006e6e,0x3066,#006b6b
89,0,0,0,135,#000087,0x0008,#000084
89,1,0,0,118,#000076,0x0007,#000073
89,2,0,0,101,#000065,0x0006,#000063
89,3,0,0,84,#000054,0x0005,#000052
89,4,0,0,67,#000043,0x0004,#000042
89,5,0,0,50,#000032,0x0003,#000031
89,6,0,0,33,#000021,0x0002,#000021
89,7,0,23,23,#001717,0x3011,#001919
89,8,0,31,31,#001f1f,0x0022,#002121
89,9,0,39,39,#002727,0x3022,#002929
89,10,0,47,47,#002f2f,0x0033,#003131
89,11,0,55,55,#003737,0x3033,#003a3a
89,12,0,63,63,#003f3f,0x0044,#004242
89,13,0,71,71,#004747,0x3044,#004a4a
89,14,0,79,79,#004f4f,0x0055,#005252
89,15,0,86,86,#005656,0x0055,#005252
89,16,0,94,94,#005e5e,0x3055,#005a5a
89,17,0,102,102,#006666,0x0066,#006363
89,18,0,110,110,#006e6e,0x3066,#006b6b
89,19,0,118,118,#007676,0x0077,#007373
90,0,0,0,118,#000076,0x0007,#000073
90,1,0,0,101,#000065,0x0006,#000063
90,2,0,0,84,#000054,0x0005,#000052
90,3,0,0,67,#000043,0x0004,#000042
90,4,0,0,50,#000032,0x0003,#000031
90,5,0,0,33,#000021,0x0002,#000021
90,6,0,23,23,#001717,0x3011,#001919
90,7,0,31,31,#001f1f,0x0022,#002121
90,8,0,39,39,#002727,0x3022,#002929
90,9,0,47,47,#002f2f,0x0033,#003131
90,10,0,55,55,#003737,0x3033,#003a3a
90,11,0,63,63,#003f3f,0x0044,#004242
90,12,0,71,71,#004747,0x3044,#004a4a
90,13,0,79,79,#004f4f,0x0055,#005252
90,14,0,86,86,#005656,0x0055,#005252
90,15,0,94,94,#005e5e,0x3055,#005a5a
90,16,0,102,102,#006666,0x0066,#006363
90,17,0,110,110,#006e6e,0x3066,#006b6b
90,18,0,118,118,#007676,0x0077,#007373
90,19,0,118,118,#007676,0x0077,#007373
91,0,0,0,101,#000065,0x0006,#000063
91,1,0,0,84,#000054,0x0005,#000052
91,2,0,0,67,#000043,0x0004,#000042
91,3,0,0,50,#000032,0x0003,#000031
91,4,0,0,33,#000021,0x0002,#000021
91,5,0,23,23,#001717,0x3011,#001919
91,6,0,31,31,#001f1f,0x0022,#002121
91,7,0,39,39,#002727,0x3022,#002929
91,8,0,47,47,#002f2f,0x0033,#003131
91,9,0,55,55,#003737,0x3033,#003a3a
91,10,0,63,63,#003f3f,0x0044,#004242
91,11,0,71,71,#004747,0x3044,#004a4a
91,12,0,79,79,#004f4f,0x0055,#005252
91,13,0,86,86,#005656,0x0055,#005252
91,14,0,94,94,#005e5e,0x3055,#005a5a
91,15,0,102,102,#006666,0x0066,#006363
91,16,0,110,110,#006e6e,0x3066,#006b6b
91,17,0,118,118,#007676,0x0077,#007373
91,18,0,118,118,#007676,0x0077,#007373
91,19,0,110,110,#006e6e,0x3066,#006b6b
92,0,0,0,84,#000054,0x0005,#000052
92,1,0,0,67,#000043,0x0004,#000042
92,2,0,0,50,#000032,0x0003,#000031
92,3,0,0,33,#000021,0x0002,#000021
92,4,0,23,23,#001717,0x3011,#001919
92,5,0,31,31,#001f1f,0x0022,#002121
92,6,0,39,39,#002727,0x3022,#002929
92,7,0,47,47,#002f2f,0x0033,#003131
92,8,0,55,55,#003737,0x3033,#003a3a
92,9,0,63,63,#003f3f,0x0044,#004242
92,10,0,71,71,#004747,0x3044,#004a4a
92,11,0,79,79,#004f4f,0x0055,#005252
92,12,0,86,86,#005656,0x0055,#005252
92,13,0,94,94,#005e5e,0x3055,#005a5a
92,14,0,102,102,#006666,0x0066,#006363
92,15,0,110,110,#006e6e,0x3066,#006b6b
92,16,0,118,118,#007676,0x0077,#007373
92,17,0,118,118,#007676,0x0077,#007373
92,18,0,110,110,#006e6e,0x3066,#006b6b
92,19,0,102,102,#006666,0x0066,#006363
93,0,0,0,67,#000043,0x0004,#000042
93,1,0,0,50,#000032,0x0003,#000031
93,2,0,0,33,#000021,0x0002,#000021
93,3,0,23,23,#001717,0x3011,#001919
93,4,0,31,31,#001f1f,0x0022,#002121
93,5,0,39,39,#002727,0x3022,#002929
93,6,0,47,47,#002f2f,0x0033,#003131
93,7,0,55,55,#003737,0x3033,#003a3a
93,8,0,63,63,#003f3f,0x0044,#004242
93,9,0,71,71,#004747,0x3044,#004a4a
93,10,0,79,79,#004f4f,0x0055,#005252
93,11,0,86,86,#005656,0x0055,#005252
93,12,0,94,94,#005e5e,0x3055,#005a5a
93,13,0,102,102,#006666,0x0066,#006363
93,14,0,110,110,#006e6e,0x3066,#006b6b
93,15,0,118,118,#007676,0x0077,#007373
93,16,0,118,118,#007676,0x0077,#007373
93,17,0,110,110,#006e6e,0x3066,#006b6b
93,18,0,102,102,#006666,0x0066,#006363
93,19,0,94,94,#005e5e,0x3055,#005a5a
94,0,0,0,50,#000032,0x0003,#000031
94,1,0,0,33,#000021,0x0002,#000021
94,2,0,23,23,#001717,0x3011,#001919
94,3,0,31,31,#001f1f,0x0022,#002121
94,4,0,39,39,#002727,0x3022,#002929
94,5,0,47,47,#002f2f,0x0033,#003131
94,6,0,55,55,#003737,0x3033,#003a3a
94,7,0,63,63,#003f3f,0x0044,#004242
94,8,0,71,71,#004747,0x3044,#004a4a
94,9,0,79,79,#004f4f,0x0055,#005252
94,10,0,86,86,#005656,0x0055,#005252
94,11,0,94,94,#005e5e,0x3055,#005a5a
94,12,0,102,102,#006666,0x0066,#006363
94,13,0,110,110,#006e6e,0x3066,#006b6b
94,14,0,118,118,#007676,0x0077,#007373
94,15,0,118,118,#007676,0x0077,#007373
94,16,0,110,110,#006e6e,0x3066,#006b6b
94,17,0,102,102,#006666,0x0066,#006363
94,18,0,94,94,#005e5e,0x3055,#005a5a
94,19,0,86,86,#005656,0x0055,#005252
95,0,0,0,33,#000021,0x0002,#000021
95,1,0,23,23,#001717,0x3011,#001919
95,2,0,31,31,#001f1f,0x0022,#002121
95,3,0,39,39,#002727,0x3022,#002929
95,4,0,47,47,#002f2f,0x0033,#003131
95,5,0,55,55,#003737,0x3033,#003a3a
95,6,0,63,63,#003f3f,0x0044,#004242
95,7,0,71,71,#004747,0x3044,#004a4a
95,8,0,79,79,#004f4f,0x0055,#005252
95,9,0,86,86,#005656,0x0055,#005252
95,10,0,94,94,#005e5e,0x3055,#005a5a
95,11,0,102,102,#006666,0x0066,#006363
95,12,0,110,110,#006e6e,0x3066,#006b6b
95,13,0,118,118,#007676,0x0077,#007373
95,14,0,118,118,#007676,0x0077,#007373
95,15,0,110,110,#006e6e,0x3066,#006b6b
95,16,0,102,102,#006666,0x0066,#006363
95,17,0,94,94,#005e5e,0x3055,#005a5a
95,18,0,86,86,#005656,0x0055,#005252
95,19,0,79,79,#004f4f,0x0055,#005252
96,0,0,23,23,#001717,0x3011,#001919
96,1,0,31,31,#001f1f,0x0022,#002121
96,2,0,39,39,#002727,0x3022,#002929
96,3,0,47,47,#002f2f,0x0033,#003131
96,4,0,55,55,#003737,0x3033,#003a3a
96,5,0,63,63,#003f3f,0x0044,#004242
96,6,0,71,71,#004747,0x3044,#004a4a
96,7,0,79,79,#004f4f,0x0055,#005252
96,8,0,86,86,#005656,0x0055,#005252
96,9,0,94,94,#005e5e,0x3055,#005a5a
96,10,0,102,102,#006666,0x0066,#006363
96,11,0,110,110,#006e6e,0x3066,#006b6b
96,12,0,118,118,#007676,0x0077,#007373
96,13,0,118,118,#007676,0x0077,#007373
96,14,0,110,110,#006e6e,0x3066,#006b6b
96,15,0,102,102,#006666,0x0066,#006363
96,16,0,94,94,#005e5e,0x3055,#005a5a
96,17,0,86,86,#005656,0x0055,#005252
96,18,0,79,79,#004f4f,0x0055,#005252
96,19,0,71,71,#004747,0x3044,#004a4a
97,0,0,31,31,#001f1f,0x0022,#002121
97,1,0,39,39,#002727,0x3022,#002929
97,2,0,47,47,#002f2f,0x0033,#003131
97,3,0,55,55,#003737,0x3033,#003a3a
97,4,0,63,63,#003f3f,0x0044,#004242
97,5,0,71,71,#004747,0x3044,#004a4a
97,6,0,79,79,#004f4f,0x0055,#005252
97,7,0,86,86,#005656,0x0055,#005252
97,8,0,94,94,#005e5e,0x3055,#005a5a
97,9,0,102,102,#006666,0x0066,#006363
97,10,0,110,110,#006e6e,0x3066,#006b6b
97,11,0,118,118,#007676,0x0077,#007373
97,12,0,118,118,#007676,0x0077,#007373
97,13,0,110,110,#006e6e,0x3066,#006b6b
97,14,0,102,102,#006666,0x0066,#006363
97,15,0,94,94,#005e5e,0x3055,#005a5a
97,16,0,86,86,#005656,0x0055,#005252
97,17,0,79,79,#004f4f,0x0055,#005252
97,18,0,71,71,#004747,0x3044,#004a4a
97,19,0,63,63,#003f3f,0x0044,#004242
98,0,0,39,39,#002727,0x3022,#002929
98,1,0,47,47,#002f2f,0x0033,#003131
98,2,0,55,55,#003737,0x3033,#003a3a
98,3,0,63,63,#003f3f,0x0044,#004242
98,4,0,71,71,#004747,0x3044,#004a4a
98,5,0,79,79,#004f4f,0x0055,#005252
98,6,0,86,86,#005656,0x0055,#005252
98,7,0,94,94,#005e5e,0x3055,#005a5a
98,8,0,102,102,#006666,0x0066,#006363
98,9,0,110,110,#006e6e,0x3066,#006b6b
98,10,0,118,118,#007676,0x0077,#007373
98,11,0,118,118,#007676,0x0077,#007373
98,12,0,110,110,#006e6e,0x3066,#006b6b
98,13,0,102,102,#006666,0x0066,#006363
98,14,0,94,94,#005e5e,0x3055,#005a5a
98,15,0,86,86,#005656,0x0055,#005252
98,16,0,79,79,#004f4f,0x0055,#005252
98,17,0,71,71,#004747,0x3044,#004a4a
98,18,0,63,63,#003f3f,0x0044,#004242
98,19,0,55,55,#003737,0x3033,#003a3a
99,0,0,47,47,#002f2f,0x0033,#003131
99,1,0,55,55,#003737,0x3033,#003a3a
99,2,0,63,63,#003f3f,0x0044,#004242
99,3,0,71,71,#004747,0x3044,#004a4a
99,4,0,79,79,#004f4f,0x0055,#005252
99,5,0,86,86,#005656,0x0055,#005252
99,6,0,94,94,#005e5e,0x3055,#005a5a
99,7,0,102,102,#006666,0x0066,#006363
99,8,0,110,110,#006e6e,0x3066,#006b6b
99,9,0,118,118,#007676,0x0077,#007373
99,10,0,118,118,#007676,0x0077,#007373
99,11,0,110,110,#006e6e,0x3066,#006b6b
99,12,0,102,102,#006666,0x0066,#006363
99,13,0,94,94,#005e5e,0x3055,#005a5a
99,14,0,86,86,#005656,0x0055,#005252
99,15,0,79,79,#004f4f,0x0055,#005252
99,16,0,71,71,#004747,0x3044,#004a4a
99,17,0,63,63,#003f3f,0x0044,#004242
99,18,0,55,55,#003737,0x3033,#003a3a
99,19,0,47,47,#002f2f,0x0033,#003131
100,0,0,55,55,#003737,0x3033,#003a3a
100,1,0,63,63,#003f3f,0x0044,#004242
100,2,0,71,71,#004747,0x3044,#004a4a
100,3,0,79,79,#004f4f,0x0055,#005252
100,4,0,86,86,#005656,0x0055,#005252
100,5,0,94,94,#005e5e,0x3055,#005a5a
100,6,0,102,102,#006666,0x0066,#006363
100,7,0,110,110,#006e6e,0x3066,#006b6b
100,8,0,118,118,#007676,0x0077,#007373
100,9,0,118,118,#007676,0x0077,#007373
100,10,0,110,110,#006e6e,0x3066,#006b6b
100,11,0,102,102,#006666,0x0066,#006363
100,12,0,94,94,#005e5e,0x3055,#005a5a
100,13,0,86,86,#005656,0x0055,#005252
100,14,0,79,79,#004f4f,0x0055,#005252
100,15,0,71,71,#004747,0x3044,#004a4a
100,16,0,63,63,#003f3f,0x0044,#004242
100,17,0,55,55,#003737,0x3033,#003a3a
100,18,0,47,47,#002f2f,0x0033,#003131
100,19,0,39,39,#002727,0x3022,#002929
101,0,0,63,63,#003f3f,0x0044,#004242
101,1,0,71,71,#004747,0x3044,#004a4a
101,2,0,79,79,#004f4f,0x0055,#005252
101,3,0,86,86,#005656,0x0055,#005252
101,4,0,94,94,#005e5e,0x3055,#005a5a
101,5,0,102,102,#006666,0x0066,#006363
101,6,0,110,110,#006e6e,0x3066,#006b6b
101,7,0,118,118,#007676,0x0077,#007373
101,8,0,118,118,#007676,0x0077,#007373
101,9,0,110,110,#006e6e,0x3066,#006b6b
101,10,0,102,102,#006666,0x0066,#006363
101,11,0,94,94,#005e5e,0x3055,#005a5a
101,12,0,86,86,#005656,0x0055,#005252
101,13,0,79,79,#004f4f,0x0055,#005252
101,14,0,71,71,#004747,0x3044,#004a4a
101,15,0,63,63,#003f3f,0x0044,#004242
101,16,0,55,55,#003737,0x3033,#003a3a
101,17,0,47,47,#002f2f,0x0033,#003131
101,18,0,39,39,#002727,0x3022,#002929
101,19,0,31,31,#001f1f,0x0022,#002121
102,0,0,71,71,#004747,0x3044,#004a4a
102,1,0,79,79,#004f4f,0x0055,#005252
102,2,0,86,86,#005656,0x0055,#005252
102,3,0,94,94,#005e5e,0x3055,#005a5a
102,4,0,102,102,#006666,0x0066,#006363
102,5,0,110,110,#006e6e,0x3066,#006b6b
102,6,0,118,118,#007676,0x0077,#007373
102,7,0,118,118,#007676,0x0077,#007373
102,8,0,110,110,#006e6e,0x3066,#006b6b
102,9,0,102,102,#006666,0x0066,#006363
102,10,0,94,94,#005e5e,0x3055,#005a5a
102,11,0,86,86,#005656,0x0055,#005252
102,12,0,79,79,#004f4f,0x0055,#005252
102,13,0,71,71,#004747,0x3044,#004a4a
102,14,0,63,63,#003f3f,0x0044,#004242
102,15,0,55,55,#003737,0x3033,#003a3a
102,16,0,47,47,#002f2f,0x0033,#003131
102,17,0,39,39,#002727,0x3022,#002929
102,18,0,31,31,#001f1f,0x0022,#002121
102,19,0,23,23,#001717,0x3011,#001919
103,0,0,79,79,#004f4f,0x0055,#005252
103,1,0,86,86,#005656,0x0055,#005252
103,2,0,94,94,#005e5e,0x3055,#005a5a
103,3,0,102,102,#006666,0x0066,#006363
103,4,0,110,110,#006e6e,0x3066,#006b6b
103,5,0,118,118,#007676,0x0077,#007373
103,6,0,118,118,#007676,0x0077,#007373
103,7,0,110,110,#006e6e,0x3066,#006b6b
103,8,0,102,102,#006666,0x0066,#006363
103,9,0,94,94,#005e5e,0x3055,#005a5a
103,10,0,86,86,#005656,0x0055,#005252
103,11,0,79,79,#004f4f,0x0055,#005252
103,12,0,71,71,#004747,0x3044,#004a4a
103,13,0,63,63,#003f3f,0x0044,#004242
103,14,0,55,55,#003737,0x3033,#003a3a
103,15,0,47,47,#002f2f,0x0033,#003131
103,16,0,39,39,#002727,0x3022,#002929
103,17,0,31,31,#001f1f,0x0022,#002121
103,18,0,23,23,#001717,0x3011,#001919
103,19,0,15,15,#000f0f,0x0011,#001010
104,0,0,86,86,#005656,0x0055,#005252
104,1,0,94,94,#005e5e,0x3055,#005a5a
104,2,0,102,102,#006666,0x0066,#006363
104,3,0,110,110,#006e6e,0x3066,#006b6b
104,4,0,118,118,#007676,0x0077,#007373
104,5,0,118,118,#007676,0x0077,#007373
104,6,0,110,110,#006e6e,0x3066,#006b6b
104,7,0,102,102,#006666,0x0066,#006363
104,8,0,94,94,#005e5e,0x3055,#005a5a
104,9,0,86,86,#005656,0x0055,#005252
104,10,0,79,79,#004f4f,0x0055,#005252
104,11,0,71,71,#004747,0x3044,#004a4a
104,12,0,63,63,#003f3f,0x0044,#004242
104,13,0,55,55,#003737,0x3033,#003a3a
104,14,0,47,47,#002f2f,0x0033,#003131
104,15,0,39,39,#002727,0x3022,#002929
104,16,0,31,31,#001f1f,0x0022,#002121
104,17,0,23,23,#001717,0x3011,#001919
104,18,0,15,15,#000f0f,0x0011,#001010
104,19,0,50,0,#003200,0x0030,#003100
105,0,0,94,94,#005e5e,0x3055,#005a5a
105,1,0,102,102,#006666,0x0066,#006363
105,2,0,110,110,#006e6e,0x3066,#006b6b
105,3,0,118,118,#007676,0x0077,#007373
105,4,0,118,118,#007676,0x0077,#007373
105,5,0,110,110,#006e6e,0x3066,#006b6b
105,6,0,102,102,#006666,0x0066,#006363
105,7,0,94,94,#005e5e,0x3055,#005a5a
105,8,0,86,86,#005656,0x0055,#005252
105,9,0,79,79,#004f4f,0x0055,#005252
105,10,0,71,71,#004747,0x3044,#004a4a
105,11,0,63,63,#003f3f,0x0044,#004242
105,12,0,55,55,#003737,0x3033,#003a3a
105,13,0,47,47,#002f2f,0x0033,#003131
105,14,0,39,39,#002727,0x3022,#002929
105,15,0,31,31,#001f1f,0x0022,#002121
105,16,0,23,23,#001717,0x3011,#001919
105,17,0,15,15,#000f0f,0x0011,#001010
105,18,0,50,0,#003200,0x0030,#003100
105,19,0,67,0,#004300,0x0040,#004200
106,0,0,102,102,#006666,0x0066,#006363
106,1,0,110,110,#006e6e,0x3066,#006b6b
106,2,0,118,118,#007676,0x0077,#007373
106,3,0,118,118,#007676,0x0077,#007373
106,4,0,110,110,#006e6e,0x3066,#006b6b
106,5,0,102,102,#006666,0x0066,#006363
106,6,0,94,94,#005e5e,0x3055,#005a5a
106,7,0,86,86,#005656,0x0055,#005252
106,8,0,79,79,#004f4f,0x0055,#005252
106,9,0,71,71,#004747,0x3044,#004a4a
106,10,0,63,63,#003f3f,0x0044,#004242
106,11,0,55,55,#003737,0x3033,#003a3a
106,12,0,47,47,#002f2f,0x0033,#003131
106,13,0,39,39,#002727,0x3022,#002929
106,14,0,31,31,#001f1f,0x0022,#002121
106,15,0,23,23,#001717,0x3011,#001919
106,16,0,15,15,#000f0f,0x0011,#001010
106,17,0,50,0,#003200,0x0030,#003100
106,18,0,67,0,#004300,0x0040,#004200
106,19,0,84,0,#005400,0x0050,#005200
107,0,0,110,110,#006e6e,0x3066,#006b6b
107,1,0,118,118,#007676,0x0077,#007373
107,2,0,118,118,#007676,0x0077,#007373
107,3,0,110,110,#006e6e,0x3066,#006b6b
107,4,0,102,102,#006666,0x0066,#006363
107,5,0,94,94,#005e5e,0x3055,#005a5a
107,6,0,86,86,#005656,0x0055,#005252
107,7,0,79,79,#004f4f,0x0055,#005252
107,8,0,71,71,#004747,0x3044,#004a4a
107,9,0,63,63,#003f3f,0x0044,#004242
107,10,0,55,55,#003737,0x3033,#003a3a
107,11,0,47,47,#002f2f,0x0033,#003131
107,12,0,39,39,#002727,0x3022,#002929
107,13,0,31,31,#001f1f,0x0022,#002121
107,14,0,23,23,#001717,0x3011,#001919
107,15,0,15,15,#000f0f,0x0011,#001010
107,16,0,50,0,#003200,0x0030,#003100
107,17,0,67,0,#004300,0x0040,#004200
107,18,0,84,0,#005400,0x0050,#005200
107,19,0,101,0,#006500,0x0060,#006300
108,0,0,118,118,#007676,0x0077,#007373
108,1,0,118,118,#007676,0x0077,#007373
108,2,0,110,110,#006e6e,0x3066,#006b6b
108,3,0,102,102,#006666,0x0066,#006363
108,4,0,94,94,#005e5e,0x3055,#005a5a
108,5,0,86,86,#005656,0x0055,#005252
108,6,0,79,79,#004f4f,0x0055,#005252
108,7,0,71,71,#004747,0x3044,#004a4a
108,8,0,63,63,#003f3f,0x0044,#004242
108,9,0,55,55,#003737,0x3033,#003a3a
108,10,0,47,47,#002f2f,0x0033,#003131
108,11,0,39,39,#002727,0x3022,#002929
108,12,0,31,31,#001f1f,0x0022,#002121
108,13,0,23,23,#001717,0x3011,#001919
108,14,0,15,15,#000f0f,0x0011,#001010
108,15,0,50,0,#003200,0x0030,#003100
108,16,0,67,0,#004300,0x0040,#004200
108,17,0,84,0,#005400,0x0050,#005200
108,18,0,101,0,#006500,0x0060,#006300
108,19,0,118,0,#007600,0x0070,#007300
109,0,0,118,118,#007676,0x0077,#007373
109,1,0,110,110,#006e6e,0x3066,#006b6b
109,2,0,102,102,#006666,0x0066,#006363
109,3,0,94,94,#005e5e,0x3055,#005a5a
109,4,0,86,86,#005656,0x0055,#005252
109,5,0,79,79,#004f4f,0x0055,#005252
109,6,0,71,71,#004747,0x3044,#004a4a
109,7,0,63,63,#003f3f,0x0044,#004242
109,8,0,55,55,#003737,0x3033,#003a3a
109,9,0,47,47,#002f2f,0x0033,#003131
109,10,0,39,39,#002727,0x3022,#002929
109,11,0,31,31,#001f1f,0x0022,#002121
109,12,0,23,23,#001717,0x3011,#001919
109,13,0,15,15,#000f0f,0x0011,#001010
109,14,0,50,0,#003200,0x0030,#003100
109,15,0,67,0,#004300,0x0040,#004200
109,16,0,84,0,#005400,0x0050,#005200
109,17,0,101,0,#006500,0x0060,#006300
109,18,0,118,0,#007600,0x0070,#007300
109,19,0,135,0,#008700,0x0080,#008400
110,0,0,110,110,#006e6e,0x3066,#006b6b
110,1,0,102,102,#006666,0x0066,#006363
110,2,0,94,94,#005e5e,0x3055,#005a5a
110,3,0,86,86,#005656,0x0055,#005252
110,4,0,79,79,#004f4f,0x0055,#005252
110,5,0,71,71,#004747,0x3044,#004a4a
110,6,0,63,63,#003f3f,0x0044,#004242
110,7,0,55,55,#003737,0x3033,#003a3a
110,8,0,47,47,#002f2f,0x0033,#003131
110,9,0,39,39,#002727,0x3022,#002929
110,10,0,31,31,#001f1f,0x0022,#002121
110,11,0,23,23,#001717,0x3011,#001919
110,12,0,15,15,#000f0f,0x0011,#001010
110,13,0,50,0,#003200,0x0030,#003100
110,14,0,67,0,#004300,0x0040,#004200
110,15,0,84,0,#005400,0x0050,#005200
110,16,0,101,0,#006500,0x0060,#006300
110,17,0,118,0,#007600,0x0070,#007300
110,18,0,135,0,#008700,0x0080,#008400
110,19,0,152,0,#009800,0x0090,#009400
111,0,0,102,102,#006666,0x0066,#006363
111,1,0,94,94,#005e5e,0x3055,#005a5a
111,2,0,86,86,#005656,0x0055,#005252
111,3,0,79,79,#004f4f,0x0055,#005252
111,4,0,71,71,#004747,0x3044,#004a4a
111,5,0,63,63,#003f3f,0x0044,#004242
111,6,0,55,55,#003737,0x3033,#003a3a
111,7,0,47,47,#002f2f,0x0033,#003131
111,8,0,39,39,#002727,0x3022,#002929
111,9,0,31,31,#001f1f,0x0022,#002121
111,10,0,23,23,#001717,0x3011,#001919
111,11,0,15,15,#000f0f,0x0011,#001010
111,12,0,50,0,#003200,0x0030,#003100
111,13,0,67,0,#004300,0x0040,#004200
111,14,0,84,0,#005400,0x0050,#005200
111,15,0,101,0,#006500,0x0060,#006300
111,16,0,118,0,#007600,0x0070,#007300
111,17,0,135,0,#008700,0x0080,#008400
111,18,0,152,0,#009800,0x0090,#009400
111,19,0,169,0,#00a900,0x20a0,#00ad00
112,0,0,94,94,#005e5e,0x3055,#005a5a
112,1,0,86,86,#005656,0x0055,#005252
112,2,0,79,79,#004f4f,0x0055,#005252
112,3,0,71,71,#004747,0x3044,#004a4a
112,4,0,63,63,#003f3f,0x0044,#004242
112,5,0,55,55,#003737,0x3033,#003a3a
112,6,0,47,47,#002f2f,0x0033,#003131
112,7,0,39,39,#002727,0x3022,#002929
112,8,0,31,31,#001f1f,0x0022,#002121
112,9,0,23,23,#001717,0x3011,#001919
112,10,0,15,15,#000f0f,0x0011,#001010
112,11,0,50,0,#003200,0x0030,#003100
112,12,0,67,0,#004300,0x0040,#004200
112,13,0,84,0,#005400,0x0050,#005200
112,14,0,101,0,#006500,0x0060,#006300
112,15,0,118,0,#007600,0x0070,#007300
