phase,palette,pen,source_index,track,source_rgb,neo_word,neo_rgb
130,74,1,84,7,#00ed00,0x20e0,#00ef00
130,74,2,85,8,#00dc00,0x20d0,#00de00
130,74,3,86,9,#00cb00,0x20c0,#00ce00
130,74,4,87,10,#00ba00,0x20b0,#00bd00
130,74,5,88,11,#00a900,0x20a0,#00ad00
130,74,6,89,12,#009800,0x0090,#009400
130,76,1,77,0,#00a900,0x20a0,#00ad00
130,76,2,78,1,#00ba00,0x20b0,#00bd00
130,76,3,79,2,#00cb00,0x20c0,#00ce00
130,79,1,84,7,#00ed00,0x20e0,#00ef00
130,79,2,85,8,#00dc00,0x20d0,#00de00
130,79,3,86,9,#00cb00,0x20c0,#00ce00
130,79,4,87,10,#00ba00,0x20b0,#00bd00
131,34,1,77,0,#00ba00,0x20b0,#00bd00
131,34,2,78,1,#00cb00,0x20c0,#00ce00
131,34,3,79,2,#00dc00,0x20d0,#00de00
131,35,1,78,1,#00cb00,0x20c0,#00ce00
131,35,2,79,2,#00dc00,0x20d0,#00de00
131,36,1,84,7,#00dc00,0x20d0,#00de00
131,36,2,85,8,#00cb00,0x20c0,#00ce00
131,36,3,86,9,#00ba00,0x20b0,#00bd00
131,36,4,87,10,#00a900,0x20a0,#00ad00
131,37,1,84,7,#00dc00,0x20d0,#00de00
131,37,2,85,8,#00cb00,0x20c0,#00ce00
131,37,3,86,9,#00ba00,0x20b0,#00bd00
131,37,4,87,10,#00a900,0x20a0,#00ad00
131,37,5,88,11,#009800,0x0090,#009400
131,38,1,79,2,#00dc00,0x20d0,#00de00
131,38,2,80,3,#00ed00,0x20e0,#00ef00
131,38,3,81,4,#00fe00,0x20f0,#00ff00
131,38,4,82,5,#00fe00,0x20f0,#00ff00
131,38,5,83,6,#00ed00,0x20e0,#00ef00
131,38,6,84,7,#00dc00,0x20d0,#00de00
131,49,1,79,2,#00dc00,0x20d0,#00de00
131,49,2,80,3,#00ed00,0x20e0,#00ef00
131,49,3,81,4,#00fe00,0x20f0,#00ff00
131,49,4,82,5,#00fe00,0x20f0,#00ff00
131,49,5,83,6,#00ed00,0x20e0,#00ef00
131,49,6,84,7,#00dc00,0x20d0,#00de00
131,50,1,90,13,#007600,0x0070,#007300
131,50,2,94,17,#003200,0x0030,#003100
131,50,3,95,18,#002100,0x0020,#002100
131,56,1,77,0,#00ba00,0x20b0,#00bd00
131,56,2,78,1,#00cb00,0x20c0,#00ce00
131,56,3,79,2,#00dc00,0x20d0,#00de00
131,59,1,77,0,#00ba00,0x20b0,#00bd00
131,59,2,78,1,#00cb00,0x20c0,#00ce00
131,59,3,79,2,#00dc00,0x20d0,#00de00
131,60,1,83,6,#00ed00,0x20e0,#00ef00
131,60,2,84,7,#00dc00,0x20d0,#00de00
131,62,1,79,2,#00dc00,0x20d0,#00de00
131,62,2,80,3,#00ed00,0x20e0,#00ef00
131,62,3,81,4,#00fe00,0x20f0,#00ff00
131,62,4,82,5,#00fe00,0x20f0,#00ff00
131,62,5,83,6,#00ed00,0x20e0,#00ef00
131,62,6,84,7,#00dc00,0x20d0,#00de00
131,63,1,84,7,#00dc00,0x20d0,#00de00
131,63,2,85,8,#00cb00,0x20c0,#00ce00
131,63,3,86,9,#00ba00,0x20b0,#00bd00
131,63,4,87,10,#00a900,0x20a0,#00ad00
131,63,5,90,13,#007600,0x0070,#007300
131,63,6,91,14,#006500,0x0060,#006300
131,64,1,84,7,#00dc00,0x20d0,#00de00
131,64,2,85,8,#00cb00,0x20c0,#00ce00
131,64,3,86,9,#00ba00,0x20b0,#00bd00
131,64,4,87,10,#00a900,0x20a0,#00ad00
131,64,5,88,11,#009800,0x0090,#009400
131,64,6,89,12,#008700,0x0080,#008400
131,65,1,90,13,#007600,0x0070,#007300
131,65,2,91,14,#006500,0x0060,#006300
131,65,3,92,15,#005400,0x0050,#005200
131,65,4,93,16,#004300,0x0040,#004200
131,65,5,94,17,#003200,0x0030,#003100
131,65,6,95,18,#002100,0x0020,#002100
131,66,1,79,2,#00dc00,0x20d0,#00de00
131,66,2,80,3,#00ed00,0x20e0,#00ef00
131,66,3,81,4,#00fe00,0x20f0,#00ff00
131,66,4,82,5,#00fe00,0x20f0,#00ff00
131,66,5,83,6,#00ed00,0x20e0,#00ef00
131,66,6,84,7,#00dc00,0x20d0,#00de00
131,68,1,79,2,#00dc00,0x20d0,#00de00
131,68,2,80,3,#00ed00,0x20e0,#00ef00
131,68,3,84,7,#00dc00,0x20d0,#00de00
131,69,1,90,13,#007600,0x0070,#007300
131,70,1,85,8,#00cb00,0x20c0,#00ce00
131,70,2,86,9,#00ba00,0x20b0,#00bd00
131,70,3,87,10,#00a900,0x20a0,#00ad00
131,70,4,88,11,#009800,0x0090,#009400
131,70,5,89,12,#008700,0x0080,#008400
131,70,6,95,18,#002100,0x0020,#002100
131,70,7,96,19,#171700,0x6110,#191900
131,74,1,84,7,#00dc00,0x20d0,#00de00
131,74,2,85,8,#00cb00,0x20c0,#00ce00
131,74,3,86,9,#00ba00,0x20b0,#00bd00
131,74,4,87,10,#00a900,0x20a0,#00ad00
131,74,5,88,11,#009800,0x0090,#009400
131,74,6,89,12,#008700,0x0080,#008400
131,76,1,77,0,#00ba00,0x20b0,#00bd00
131,76,2,78,1,#00cb00,0x20c0,#00ce00
131,76,3,79,2,#00dc00,0x20d0,#00de00
131,79,1,84,7,#00dc00,0x20d0,#00de00
131,79,2,85,8,#00cb00,0x20c0,#00ce00
131,79,3,86,9,#00ba00,0x20b0,#00bd00
131,79,4,87,10,#00a900,0x20a0,#00ad00
132,34,1,77,0,#00cb00,0x20c0,#00ce00
132,34,2,78,1,#00dc00,0x20d0,#00de00
132,34,3,79,2,#00ed00,0x20e0,#00ef00
132,35,1,78,1,#00dc00,0x20d0,#00de00
132,35,2,79,2,#00ed00,0x20e0,#00ef00
132,36,1,84,7,#00cb00,0x20c0,#00ce00
132,36,2,85,8,#00ba00,0x20b0,#00bd00
132,36,3,86,9,#00a900,0x20a0,#00ad00
132,36,4,87,10,#009800,0x0090,#009400
132,37,1,84,7,#00cb00,0x20c0,#00ce00
132,37,2,85,8,#00ba00,0x20b0,#00bd00
132,37,3,86,9,#00a900,0x20a0,#00ad00
132,37,4,87,10,#009800,0x0090,#009400
132,37,5,88,11,#008700,0x0080,#008400
132,38,1,79,2,#00ed00,0x20e0,#00ef00
132,38,2,80,3,#00fe00,0x20f0,#00ff00
132,38,3,81,4,#00fe00,0x20f0,#00ff00
132,38,4,82,5,#00ed00,0x20e0,#00ef00
132,38,5,83,6,#00dc00,0x20d0,#00de00
132,38,6,84,7,#00cb00,0x20c0,#00ce00
132,49,1,79,2,#00ed00,0x20e0,#00ef00
132,49,2,80,3,#00fe00,0x20f0,#00ff00
132,49,3,81,4,#00fe00,0x20f0,#00ff00
132,49,4,82,5,#00ed00,0x20e0,#00ef00
132,49,5,83,6,#00dc00,0x20d0,#00de00
132,49,6,84,7,#00cb00,0x20c0,#00ce00
132,50,1,90,13,#006500,0x0060,#006300
132,50,2,94,17,#002100,0x0020,#002100
132,50,3,95,18,#171700,0x6110,#191900
132,56,1,77,0,#00cb00,0x20c0,#00ce00
132,56,2,78,1,#00dc00,0x20d0,#00de00
132,56,3,79,2,#00ed00,0x20e0,#00ef00
132,59,1,77,0,#00cb00,0x20c0,#00ce00
132,59,2,78,1,#00dc00,0x20d0,#00de00
132,59,3,79,2,#00ed00,0x20e0,#00ef00
132,60,1,83,6,#00dc00,0x20d0,#00de00
132,60,2,84,7,#00cb00,0x20c0,#00ce00
132,62,1,79,2,#00ed00,0x20e0,#00ef00
132,62,2,80,3,#00fe00,0x20f0,#00ff00
132,62,3,81,4,#00fe00,0x20f0,#00ff00
132,62,4,82,5,#00ed00,0x20e0,#00ef00
132,62,5,83,6,#00dc00,0x20d0,#00de00
132,62,6,84,7,#00cb00,0x20c0,#00ce00
132,63,1,84,7,#00cb00,0x20c0,#00ce00
132,63,2,85,8,#00ba00,0x20b0,#00bd00
132,63,3,86,9,#00a900,0x20a0,#00ad00
132,63,4,87,10,#009800,0x0090,#009400
132,63,5,90,13,#006500,0x0060,#006300
132,63,6,91,14,#005400,0x0050,#005200
132,64,1,84,7,#00cb00,0x20c0,#00ce00
132,64,2,85,8,#00ba00,0x20b0,#00bd00
132,64,3,86,9,#00a900,0x20a0,#00ad00
132,64,4,87,10,#009800,0x0090,#009400
132,64,5,88,11,#008700,0x0080,#008400
132,64,6,89,12,#007600,0x0070,#007300
132,65,1,90,13,#006500,0x0060,#006300
132,65,2,91,14,#005400,0x0050,#005200
132,65,3,92,15,#004300,0x0040,#004200
132,65,4,93,16,#003200,0x0030,#003100
132,65,5,94,17,#002100,0x0020,#002100
132,65,6,95,18,#171700,0x6110,#191900
132,66,1,79,2,#00ed00,0x20e0,#00ef00
132,66,2,80,3,#00fe00,0x20f0,#00ff00
132,66,3,81,4,#00fe00,0x20f0,#00ff00
132,66,4,82,5,#00ed00,0x20e0,#00ef00
132,66,5,83,6,#00dc00,0x20d0,#00de00
132,66,6,84,7,#00cb00,0x20c0,#00ce00
132,68,1,79,2,#00ed00,0x20e0,#00ef00
132,68,2,80,3,#00fe00,0x20f0,#00ff00
132,68,3,84,7,#00cb00,0x20c0,#00ce00
132,69,1,90,13,#006500,0x0060,#006300
132,70,1,85,8,#00ba00,0x20b0,#00bd00
132,70,2,86,9,#00a900,0x20a0,#00ad00
132,70,3,87,10,#009800,0x0090,#009400
132,70,4,88,11,#008700,0x0080,#008400
132,70,5,89,12,#007600,0x0070,#007300
132,70,6,95,18,#171700,0x6110,#191900
132,70,7,96,19,#1f1f00,0x0220,#212100
132,74,1,84,7,#00cb00,0x20c0,#00ce00
132,74,2,85,8,#00ba00,0x20b0,#00bd00
132,74,3,86,9,#00a900,0x20a0,#00ad00
132,74,4,87,10,#009800,0x0090,#009400
132,74,5,88,11,#008700,0x0080,#008400
132,74,6,89,12,#007600,0x0070,#007300
132,76,1,77,0,#00cb00,0x20c0,#00ce00
132,76,2,78,1,#00dc00,0x20d0,#00de00
132,76,3,79,2,#00ed00,0x20e0,#00ef00
132,79,1,84,7,#00cb00,0x20c0,#00ce00
132,79,2,85,8,#00ba00,0x20b0,#00bd00
132,79,3,86,9,#00a900,0x20a0,#00ad00
132,79,4,87,10,#009800,0x0090,#009400
133,34,1,77,0,#00dc00,0x20d0,#00de00
133,34,2,78,1,#00ed00,0x20e0,#00ef00
133,34,3,79,2,#00fe00,0x20f0,#00ff00
133,35,1,78,1,#00ed00,0x20e0,#00ef00
133,35,2,79,2,#00fe00,0x20f0,#00ff00
133,36,1,84,7,#00ba00,0x20b0,#00bd00
133,36,2,85,8,#00a900,0x20a0,#00ad00
133,36,3,86,9,#009800,0x0090,#009400
133,36,4,87,10,#008700,0x0080,#008400
133,37,1,84,7,#00ba00,0x20b0,#00bd00
133,37,2,85,8,#00a900,0x20a0,#00ad00
133,37,3,86,9,#009800,0x0090,#009400
133,37,4,87,10,#008700,0x0080,#008400
133,37,5,88,11,#007600,0x0070,#007300
133,38,1,79,2,#00fe00,0x20f0,#00ff00
133,38,2,80,3,#00fe00,0x20f0,#00ff00
133,38,3,81,4,#00ed00,0x20e0,#00ef00
133,38,4,82,5,#00dc00,0x20d0,#00de00
133,38,5,83,6,#00cb00,0x20c0,#00ce00
133,38,6,84,7,#00ba00,0x20b0,#00bd00
133,49,1,79,2,#00fe00,0x20f0,#00ff00
133,49,2,80,3,#00fe00,0x20f0,#00ff00
133,49,3,81,4,#00ed00,0x20e0,#00ef00
133,49,4,82,5,#00dc00,0x20d0,#00de00
133,49,5,83,6,#00cb00,0x20c0,#00ce00
133,49,6,84,7,#00ba00,0x20b0,#00bd00
133,50,1,90,13,#005400,0x0050,#005200
133,50,2,94,17,#171700,0x6110,#191900
133,50,3,95,18,#1f1f00,0x0220,#212100
133,56,1,77,0,#00dc00,0x20d0,#00de00
133,56,2,78,1,#00ed00,0x20e0,#00ef00
133,56,3,79,2,#00fe00,0x20f0,#00ff00
133,59,1,77,0,#00dc00,0x20d0,#00de00
133,59,2,78,1,#00ed00,0x20e0,#00ef00
133,59,3,79,2,#00fe00,0x20f0,#00ff00
133,60,1,83,6,#00cb00,0x20c0,#00ce00
133,60,2,84,7,#00ba00,0x20b0,#00bd00
133,62,1,79,2,#00fe00,0x20f0,#00ff00
133,62,2,80,3,#00fe00,0x20f0,#00ff00
133,62,3,81,4,#00ed00,0x20e0,#00ef00
133,62,4,82,5,#00dc00,0x20d0,#00de00
133,62,5,83,6,#00cb00,0x20c0,#00ce00
133,62,6,84,7,#00ba00,0x20b0,#00bd00
133,63,1,84,7,#00ba00,0x20b0,#00bd00
133,63,2,85,8,#00a900,0x20a0,#00ad00
133,63,3,86,9,#009800,0x0090,#009400
133,63,4,87,10,#008700,0x0080,#008400
133,63,5,90,13,#005400,0x0050,#005200
133,63,6,91,14,#004300,0x0040,#004200
133,64,1,84,7,#00ba00,0x20b0,#00bd00
133,64,2,85,8,#00a900,0x20a0,#00ad00
133,64,3,86,9,#009800,0x0090,#009400
133,64,4,87,10,#008700,0x0080,#008400
133,64,5,88,11,#007600,0x0070,#007300
133,64,6,89,12,#006500,0x0060,#006300
133,65,1,90,13,#005400,0x0050,#005200
133,65,2,91,14,#004300,0x0040,#004200
133,65,3,92,15,#003200,0x0030,#003100
133,65,4,93,16,#002100,0x0020,#002100
133,65,5,94,17,#171700,0x6110,#191900
133,65,6,95,18,#1f1f00,0x0220,#212100
133,66,1,79,2,#00fe00,0x20f0,#00ff00
133,66,2,80,3,#00fe00,0x20f0,#00ff00
133,66,3,81,4,#00ed00,0x20e0,#00ef00
133,66,4,82,5,#00dc00,0x20d0,#00de00
133,66,5,83,6,#00cb00,0x20c0,#00ce00
133,66,6,84,7,#00ba00,0x20b0,#00bd00
133,68,1,79,2,#00fe00,0x20f0,#00ff00
133,68,2,80,3,#00fe00,0x20f0,#00ff00
133,68,3,84,7,#00ba00,0x20b0,#00bd00
133,69,1,90,13,#005400,0x0050,#005200
133,70,1,85,8,#00a900,0x20a0,#00ad00
133,70,2,86,9,#009800,0x0090,#009400
133,70,3,87,10,#008700,0x0080,#008400
133,70,4,88,11,#007600,0x0070,#007300
133,70,5,89,12,#006500,0x0060,#006300
133,70,6,95,18,#1f1f00,0x0220,#212100
133,70,7,96,19,#272700,0x6220,#292900
133,74,1,84,7,#00ba00,0x20b0,#00bd00
133,74,2,85,8,#00a900,0x20a0,#00ad00
133,74,3,86,9,#009800,0x0090,#009400
133,74,4,87,10,#008700,0x0080,#008400
133,74,5,88,11,#007600,0x0070,#007300
133,74,6,89,12,#006500,0x0060,#006300
133,76,1,77,0,#00dc00,0x20d0,#00de00
133,76,2,78,1,#00ed00,0x20e0,#00ef00
133,76,3,79,2,#00fe00,0x20f0,#00ff00
133,79,1,84,7,#00ba00,0x20b0,#00bd00
133,79,2,85,8,#00a900,0x20a0,#00ad00
133,79,3,86,9,#009800,0x0090,#009400
133,79,4,87,10,#008700,0x0080,#008400
134,34,1,77,0,#00ed00,0x20e0,#00ef00
134,34,2,78,1,#00fe00,0x20f0,#00ff00
134,34,3,79,2,#00fe00,0x20f0,#00ff00
134,35,1,78,1,#00fe00,0x20f0,#00ff00
134,35,2,79,2,#00fe00,0x20f0,#00ff00
134,36,1,84,7,#00a900,0x20a0,#00ad00
134,36,2,85,8,#009800,0x0090,#009400
134,36,3,86,9,#008700,0x0080,#008400
134,36,4,87,10,#007600,0x0070,#007300
134,37,1,84,7,#00a900,0x20a0,#00ad00
134,37,2,85,8,#009800,0x0090,#009400
134,37,3,86,9,#008700,0x0080,#008400
134,37,4,87,10,#007600,0x0070,#007300
134,37,5,88,11,#006500,0x0060,#006300
134,38,1,79,2,#00fe00,0x20f0,#00ff00
134,38,2,80,3,#00ed00,0x20e0,#00ef00
134,38,3,81,4,#00dc00,0x20d0,#00de00
134,38,4,82,5,#00cb00,0x20c0,#00ce00
134,38,5,83,6,#00ba00,0x20b0,#00bd00
134,38,6,84,7,#00a900,0x20a0,#00ad00
134,49,1,79,2,#00fe00,0x20f0,#00ff00
134,49,2,80,3,#00ed00,0x20e0,#00ef00
134,49,3,81,4,#00dc00,0x20d0,#00de00
134,49,4,82,5,#00cb00,0x20c0,#00ce00
134,49,5,83,6,#00ba00,0x20b0,#00bd00
134,49,6,84,7,#00a900,0x20a0,#00ad00
134,50,1,90,13,#004300,0x0040,#004200
134,50,2,94,17,#1f1f00,0x0220,#212100
134,50,3,95,18,#272700,0x6220,#292900
134,56,1,77,0,#00ed00,0x20e0,#00ef00
134,56,2,78,1,#00fe00,0x20f0,#00ff00
134,56,3,79,2,#00fe00,0x20f0,#00ff00
134,59,1,77,0,#00ed00,0x20e0,#00ef00
134,59,2,78,1,#00fe00,0x20f0,#00ff00
134,59,3,79,2,#00fe00,0x20f0,#00ff00
134,60,1,83,6,#00ba00,0x20b0,#00bd00
134,60,2,84,7,#00a900,0x20a0,#00ad00
134,62,1,79,2,#00fe00,0x20f0,#00ff00
134,62,2,80,3,#00ed00,0x20e0,#00ef00
134,62,3,81,4,#00dc00,0x20d0,#00de00
134,62,4,82,5,#00cb00,0x20c0,#00ce00
134,62,5,83,6,#00ba00,0x20b0,#00bd00
134,62,6,84,7,#00a900,0x20a0,#00ad00
134,63,1,84,7,#00a900,0x20a0,#00ad00
134,63,2,85,8,#009800,0x0090,#009400
134,63,3,86,9,#008700,0x0080,#008400
134,63,4,87,10,#007600,0x0070,#007300
134,63,5,90,13,#004300,0x0040,#004200
134,63,6,91,14,#003200,0x0030,#003100
134,64,1,84,7,#00a900,0x20a0,#00ad00
134,64,2,85,8,#009800,0x0090,#009400
134,64,3,86,9,#008700,0x0080,#008400
134,64,4,87,10,#007600,0x0070,#007300
134,64,5,88,11,#006500,0x0060,#006300
134,64,6,89,12,#005400,0x0050,#005200
134,65,1,90,13,#004300,0x0040,#004200
134,65,2,91,14,#003200,0x0030,#003100
134,65,3,92,15,#002100,0x0020,#002100
134,65,4,93,16,#171700,0x6110,#191900
134,65,5,94,17,#1f1f00,0x0220,#212100
134,65,6,95,18,#272700,0x6220,#292900
134,66,1,79,2,#00fe00,0x20f0,#00ff00
134,66,2,80,3,#00ed00,0x20e0,#00ef00
134,66,3,81,4,#00dc00,0x20d0,#00de00
134,66,4,82,5,#00cb00,0x20c0,#00ce00
134,66,5,83,6,#00ba00,0x20b0,#00bd00
134,66,6,84,7,#00a900,0x20a0,#00ad00
134,68,1,79,2,#00fe00,0x20f0,#00ff00
134,68,2,80,3,#00ed00,0x20e0,#00ef00
134,68,3,84,7,#00a900,0x20a0,#00ad00
134,69,1,90,13,#004300,0x0040,#004200
134,70,1,85,8,#009800,0x0090,#009400
134,70,2,86,9,#008700,0x0080,#008400
134,70,3,87,10,#007600,0x0070,#007300
134,70,4,88,11,#006500,0x0060,#006300
134,70,5,89,12,#005400,0x0050,#005200
134,70,6,95,18,#272700,0x6220,#292900
134,70,7,96,19,#2f2f00,0x0330,#313100
134,74,1,84,7,#00a900,0x20a0,#00ad00
134,74,2,85,8,#009800,0x0090,#009400
134,74,3,86,9,#008700,0x0080,#008400
134,74,4,87,10,#007600,0x0070,#007300
134,74,5,88,11,#006500,0x0060,#006300
134,74,6,89,12,#005400,0x0050,#005200
134,76,1,77,0,#00ed00,0x20e0,#00ef00
134,76,2,78,1,#00fe00,0x20f0,#00ff00
134,76,3,79,2,#00fe00,0x20f0,#00ff00
134,79,1,84,7,#00a900,0x20a0,#00ad00
134,79,2,85,8,#009800,0x0090,#009400
134,79,3,86,9,#008700,0x0080,#008400
134,79,4,87,10,#007600,0x0070,#007300
135,34,1,77,0,#00fe00,0x20f0,#00ff00
135,34,2,78,1,#00fe00,0x20f0,#00ff00
135,34,3,79,2,#00ed00,0x20e0,#00ef00
135,35,1,78,1,#00fe00,0x20f0,#00ff00
135,35,2,79,2,#00ed00,0x20e0,#00ef00
135,36,1,84,7,#009800,0x0090,#009400
135,36,2,85,8,#008700,0x0080,#008400
135,36,3,86,9,#007600,0x0070,#007300
135,36,4,87,10,#006500,0x0060,#006300
135,37,1,84,7,#009800,0x0090,#009400
135,37,2,85,8,#008700,0x0080,#008400
135,37,3,86,9,#007600,0x0070,#007300
135,37,4,87,10,#006500,0x0060,#006300
135,37,5,88,11,#005400,0x0050,#005200
135,38,1,79,2,#00ed00,0x20e0,#00ef00
135,38,2,80,3,#00dc00,0x20d0,#00de00
135,38,3,81,4,#00cb00,0x20c0,#00ce00
135,38,4,82,5,#00ba00,0x20b0,#00bd00
135,38,5,83,6,#00a900,0x20a0,#00ad00
135,38,6,84,7,#009800,0x0090,#009400
135,49,1,79,2,#00ed00,0x20e0,#00ef00
135,49,2,80,3,#00dc00,0x20d0,#00de00
135,49,3,81,4,#00cb00,0x20c0,#00ce00
135,49,4,82,5,#00ba00,0x20b0,#00bd00
135,49,5,83,6,#00a900,0x20a0,#00ad00
135,49,6,84,7,#009800,0x0090,#009400
135,50,1,90,13,#003200,0x0030,#003100
135,50,2,94,17,#272700,0x6220,#292900
135,50,3,95,18,#2f2f00,0x0330,#313100
135,56,1,77,0,#00fe00,0x20f0,#00ff00
135,56,2,78,1,#00fe00,0x20f0,#00ff00
135,56,3,79,2,#00ed00,0x20e0,#00ef00
135,59,1,77,0,#00fe00,0x20f0,#00ff00
135,59,2,78,1,#00fe00,0x20f0,#00ff00
135,59,3,79,2,#00ed00,0x20e0,#00ef00
135,60,1,83,6,#00a900,0x20a0,#00ad00
135,60,2,84,7,#009800,0x0090,#009400
135,62,1,79,2,#00ed00,0x20e0,#00ef00
135,62,2,80,3,#00dc00,0x20d0,#00de00
135,62,3,81,4,#00cb00,0x20c0,#00ce00
135,62,4,82,5,#00ba00,0x20b0,#00bd00
135,62,5,83,6,#00a900,0x20a0,#00ad00
135,62,6,84,7,#009800,0x0090,#009400
135,63,1,84,7,#009800,0x0090,#009400
135,63,2,85,8,#008700,0x0080,#008400
135,63,3,86,9,#007600,0x0070,#007300
135,63,4,87,10,#006500,0x0060,#006300
135,63,5,90,13,#003200,0x0030,#003100
135,63,6,91,14,#002100,0x0020,#002100
135,64,1,84,7,#009800,0x0090,#009400
135,64,2,85,8,#008700,0x0080,#008400
135,64,3,86,9,#007600,0x0070,#007300
135,64,4,87,10,#006500,0x0060,#006300
135,64,5,88,11,#005400,0x0050,#005200
135,64,6,89,12,#004300,0x0040,#004200
135,65,1,90,13,#003200,0x0030,#003100
135,65,2,91,14,#002100,0x0020,#002100
135,65,3,92,15,#171700,0x6110,#191900
135,65,4,93,16,#1f1f00,0x0220,#212100
135,65,5,94,17,#272700,0x6220,#292900
135,65,6,95,18,#2f2f00,0x0330,#313100
135,66,1,79,2,#00ed00,0x20e0,#00ef00
135,66,2,80,3,#00dc00,0x20d0,#00de00
135,66,3,81,4,#00cb00,0x20c0,#00ce00
135,66,4,82,5,#00ba00,0x20b0,#00bd00
135,66,5,83,6,#00a900,0x20a0,#00ad00
135,66,6,84,7,#009800,0x0090,#009400
135,68,1,79,2,#00ed00,0x20e0,#00ef00
135,68,2,80,3,#00dc00,0x20d0,#00de00
135,68,3,84,7,#009800,0x0090,#009400
135,69,1,90,13,#003200,0x0030,#003100
135,70,1,85,8,#008700,0x0080,#008400
135,70,2,86,9,#007600,0x0070,#007300
135,70,3,87,10,#006500,0x0060,#006300
135,70,4,88,11,#005400,0x0050,#005200
135,70,5,89,12,#004300,0x0040,#004200
135,70,6,95,18,#2f2f00,0x0330,#313100
135,70,7,96,19,#373700,0x6330,#3a3a00
135,74,1,84,7,#009800,0x0090,#009400
135,74,2,85,8,#008700,0x0080,#008400
135,74,3,86,9,#007600,0x0070,#007300
135,74,4,87,10,#006500,0x0060,#006300
135,74,5,88,11,#005400,0x0050,#005200
135,74,6,89,12,#004300,0x0040,#004200
135,76,1,77,0,#00fe00,0x20f0,#00ff00
135,76,2,78,1,#00fe00,0x20f0,#00ff00
135,76,3,79,2,#00ed00,0x20e0,#00ef00
135,79,1,84,7,#009800,0x0090,#009400
135,79,2,85,8,#008700,0x0080,#008400
135,79,3,86,9,#007600,0x0070,#007300
135,79,4,87,10,#006500,0x0060,#006300
136,34,1,77,0,#00fe00,0x20f0,#00ff00
136,34,2,78,1,#00ed00,0x20e0,#00ef00
136,34,3,79,2,#00dc00,0x20d0,#00de00
136,35,1,78,1,#00ed00,0x20e0,#00ef00
136,35,2,79,2,#00dc00,0x20d0,#00de00
136,36,1,84,7,#008700,0x0080,#008400
136,36,2,85,8,#007600,0x0070,#007300
136,36,3,86,9,#006500,0x0060,#006300
136,36,4,87,10,#005400,0x0050,#005200
136,37,1,84,7,#008700,0x0080,#008400
136,37,2,85,8,#007600,0x0070,#007300
136,37,3,86,9,#006500,0x0060,#006300
136,37,4,87,10,#005400,0x0050,#005200
136,37,5,88,11,#004300,0x0040,#004200
136,38,1,79,2,#00dc00,0x20d0,#00de00
136,38,2,80,3,#00cb00,0x20c0,#00ce00
136,38,3,81,4,#00ba00,0x20b0,#00bd00
136,38,4,82,5,#00a900,0x20a0,#00ad00
136,38,5,83,6,#009800,0x0090,#009400
136,38,6,84,7,#008700,0x0080,#008400
136,49,1,79,2,#00dc00,0x20d0,#00de00
136,49,2,80,3,#00cb00,0x20c0,#00ce00
136,49,3,81,4,#00ba00,0x20b0,#00bd00
136,49,4,82,5,#00a900,0x20a0,#00ad00
136,49,5,83,6,#009800,0x0090,#009400
136,49,6,84,7,#008700,0x0080,#008400
136,50,1,90,13,#002100,0x0020,#002100
136,50,2,94,17,#2f2f00,0x0330,#313100
136,50,3,95,18,#373700,0x6330,#3a3a00
136,56,1,77,0,#00fe00,0x20f0,#00ff00
136,56,2,78,1,#00ed00,0x20e0,#00ef00
136,56,3,79,2,#00dc00,0x20d0,#00de00
136,59,1,77,0,#00fe00,0x20f0,#00ff00
136,59,2,78,1,#00ed00,0x20e0,#00ef00
136,59,3,79,2,#00dc00,0x20d0,#00de00
136,60,1,83,6,#009800,0x0090,#009400
136,60,2,84,7,#008700,0x0080,#008400
136,62,1,79,2,#00dc00,0x20d0,#00de00
136,62,2,80,3,#00cb00,0x20c0,#00ce00
136,62,3,81,4,#00ba00,0x20b0,#00bd00
136,62,4,82,5,#00a900,0x20a0,#00ad00
136,62,5,83,6,#009800,0x0090,#009400
136,62,6,84,7,#008700,0x0080,#008400
136,63,1,84,7,#008700,0x0080,#008400
136,63,2,85,8,#007600,0x0070,#007300
136,63,3,86,9,#006500,0x0060,#006300
136,63,4,87,10,#005400,0x0050,#005200
136,63,5,90,13,#002100,0x0020,#002100
136,63,6,91,14,#171700,0x6110,#191900
136,64,1,84,7,#008700,0x0080,#008400
136,64,2,85,8,#007600,0x0070,#007300
136,64,3,86,9,#006500,0x0060,#006300
136,64,4,87,10,#005400,0x0050,#005200
136,64,5,88,11,#004300,0x0040,#004200
136,64,6,89,12,#003200,0x0030,#003100
136,65,1,90,13,#002100,0x0020,#002100
136,65,2,91,14,#171700,0x6110,#191900
136,65,3,92,15,#1f1f00,0x0220,#212100
136,65,4,93,16,#272700,0x6220,#292900
136,65,5,94,17,#2f2f00,0x0330,#313100
136,65,6,95,18,#373700,0x6330,#3a3a00
136,66,1,79,2,#00dc00,0x20d0,#00de00
136,66,2,80,3,#00cb00,0x20c0,#00ce00
136,66,3,81,4,#00ba00,0x20b0,#00bd00
136,66,4,82,5,#00a900,0x20a0,#00ad00
136,66,5,83,6,#009800,0x0090,#009400
136,66,6,84,7,#008700,0x0080,#008400
136,68,1,79,2,#00dc00,0x20d0,#00de00
136,68,2,80,3,#00cb00,0x20c0,#00ce00
136,68,3,84,7,#008700,0x0080,#008400
136,69,1,90,13,#002100,0x0020,#002100
136,70,1,85,8,#007600,0x0070,#007300
